Product_Form,Cu,Ni,Mn,P,Temperature_Celsius,Fluence_1E19_n_cm2,DT41J_Celsius
F,0.06,0.66,1.39,0.008,287.0,4.89,71.4540042766914
W,0.03,0.7,1.74,0.009,287.0,3.71,54.2950735372622
F,0.06,0.7,1.39,0.007,287.0,2.25,47.49709009376561
W,0.03,0.77,1.73,0.005,287.0,1.65,17.291827045492
F,0.06,0.7,1.39,0.007,287.0,3.44,44.560251345549304
W,0.03,0.77,1.73,0.005,287.0,2.5,18.343254429419304
F,0.06,0.7,1.39,0.007,287.0,5.776,59.88149746203571
W,0.03,0.77,1.73,0.005,287.0,4.35,33.1056760059883
F,0.07,0.67,1.35,0.008,287.0,1.74,14.212925464259005
W,0.03,0.7,1.68,0.008,287.0,1.28,38.8364351420041
F,0.07,0.67,1.35,0.008,287.0,3.03,32.05222693961547
W,0.03,0.7,1.68,0.008,287.0,2.27,56.13110117196294
F,0.07,0.67,1.35,0.008,287.0,6.64,49.321858237225264
W,0.03,0.7,1.68,0.008,287.0,5.07,66.7613548165424
F,0.07,0.67,1.35,0.008,287.0,4.65,43.90918089058958
W,0.03,0.7,1.68,0.008,287.0,3.46,39.5426353310964
F,0.07,0.7,1.39,0.005,287.0,1.72,24.9261703197805
W,0.04,0.6,1.74,0.006,287.0,1.25,26.1476634342551
F,0.07,0.7,1.39,0.005,287.0,3.11,35.0409403510311
W,0.04,0.6,1.74,0.006,287.0,2.28,16.4151136834379
F,0.07,0.7,1.39,0.005,287.0,4.81,42.40846694236349
W,0.04,0.6,1.74,0.006,287.0,3.49,32.81788755887361
F,0.06,0.75,1.36,0.009,287.0,1.83,28.6587187288745
W,0.03,0.72,1.59,0.009,287.0,1.35,9.8479058957059
F,0.06,0.75,1.36,0.009,287.0,4.41,54.7417851603186
W,0.03,0.72,1.59,0.009,287.0,3.25,27.58200185556428
F,0.05,0.71,1.33,0.006,286.0,0.33,6.1107745790734
W,0.1,0.51,1.5,0.015,286.0,0.33,8.698546838295002
F,0.05,0.71,1.33,0.006,286.0,2.37,19.5698197374075
W,0.1,0.51,1.5,0.015,286.0,2.38,40.8169190988466
F,0.05,0.71,1.33,0.006,286.0,4.48,45.64365069853718
W,0.1,0.51,1.5,0.015,286.0,4.47,53.1285310087887
F,0.05,0.71,1.33,0.006,286.0,1.52,20.1475273500687
W,0.1,0.51,1.5,0.015,286.0,1.53,62.3834301404085
F,0.057,0.69,1.42,0.005,287.0,1.61,11.944213696428996
W,0.033,0.64,1.46,0.008,287.0,1.19,8.651984373268895
F,0.057,0.69,1.42,0.005,287.0,3.49,35.6259891715145
W,0.033,0.64,1.46,0.008,287.0,2.58,23.4786779642611
F,0.057,0.69,1.42,0.005,287.0,4.74,39.906667468680695
W,0.033,0.64,1.46,0.008,287.0,3.62,24.5587894317524
F,0.06,0.73,1.43,0.005,287.0,1.84,37.581371586797914
W,0.03,0.78,1.75,0.003,287.0,1.36,19.714146118032502
F,0.06,0.73,1.43,0.005,287.0,3.02,35.55163786226882
W,0.03,0.78,1.75,0.003,287.0,2.23,17.564681576730102
F,0.06,0.73,1.43,0.005,287.0,5.06,43.88399004238155
W,0.03,0.78,1.75,0.003,287.0,3.71,31.8975559324738
F,0.06,0.71,1.35,0.007,287.0,1.69,19.4783739756825
W,0.03,0.71,1.66,0.008,287.0,1.25,40.08164010977202
F,0.06,0.71,1.35,0.007,287.0,3.39,35.9653252632155
W,0.03,0.71,1.66,0.008,287.0,2.5,44.466357092979884
F,0.06,0.71,1.35,0.007,287.0,5.13,53.7069520064072
W,0.03,0.71,1.66,0.008,287.0,3.87,39.29517431846177
F,0.04,0.69,1.33,0.007,287.0,1.74,0.5009611439647976
W,0.04,0.55,1.58,0.014,287.0,1.28,27.687926223935598
F,0.04,0.69,1.33,0.007,287.0,3.52,6.983539520415199
W,0.04,0.55,1.58,0.014,287.0,2.6,44.73137642853201
F,0.04,0.69,1.33,0.007,287.0,4.76,33.92700964933899
W,0.04,0.55,1.58,0.014,287.0,3.54,64.7619068566646
F,0.06,0.67,1.35,0.008,287.0,1.8,41.7891445490313
W,0.03,0.68,1.58,0.01,287.0,1.33,17.500279335459204
F,0.06,0.67,1.35,0.008,287.0,3.4,42.199104162564595
W,0.03,0.68,1.58,0.01,287.0,2.56,34.5422817811828
F,0.06,0.67,1.35,0.008,287.0,5.76,69.71540599575765
W,0.03,0.68,1.58,0.01,287.0,4.2,37.357141482668844
F,0.06,0.7,1.28,0.007,287.0,4.52,34.64513253644029
W,0.03,0.64,1.43,0.009,287.0,3.33,38.56096296646619
F,0.06,0.7,1.28,0.007,287.0,3.21,38.020964228110195
W,0.03,0.64,1.43,0.009,287.0,2.36,30.729811105707398
F,0.06,0.7,1.28,0.007,287.0,2.02,31.595687014941397
W,0.03,0.64,1.43,0.009,287.0,1.5,15.7015977598817
F,0.06,0.73,1.43,0.006,287.0,1.68,15.679212534564996
W,0.04,0.57,1.65,0.013,287.0,1.24,26.196682272674202
F,0.06,0.73,1.43,0.006,287.0,3.37,21.322395407387397
W,0.04,0.57,1.65,0.013,287.0,2.49,26.526500912963
F,0.06,0.73,1.43,0.006,287.0,5.43,33.93722083782038
W,0.04,0.57,1.65,0.013,287.0,4.04,47.09185496765006
F,0.05,0.72,1.49,0.008,286.0,0.46,16.812740958838596
W,0.1,0.49,1.58,0.016,286.0,0.46,31.17842820937043
F,0.05,0.72,1.49,0.008,286.0,2.19,7.205923615802597
W,0.1,0.49,1.58,0.016,286.0,2.2,61.0372496589944
F,0.05,0.66,1.4,0.005,286.0,4.25,24.202201524024005
W,0.1,0.49,1.58,0.016,286.0,4.24,66.275730724753
F,0.05,0.66,1.4,0.005,286.0,1.23,20.202121765437504
F,0.05,0.72,1.49,0.008,286.0,1.24,11.3712355499189
F,0.06,0.69,1.36,0.006,287.0,4.71,61.97284264510316
W,0.03,0.7,1.65,0.008,287.0,3.47,48.993690052883494
F,0.06,0.69,1.36,0.006,287.0,3.7,54.32013920604842
W,0.03,0.7,1.65,0.008,287.0,2.73,29.924296481516066
F,0.06,0.69,1.36,0.006,287.0,2.1,37.781482975098
W,0.03,0.7,1.65,0.008,287.0,1.57,28.69882879620477
F,0.08,0.65,1.52,0.009,286.0,0.31,31.8926594481951
W,0.12,0.07,1.33,0.012,286.0,0.31,4.405189429935099
F,0.08,0.65,1.52,0.009,286.0,2.24,50.5245671564648
W,0.12,0.07,1.33,0.012,286.0,2.25,38.552899702674196
F,0.07,0.71,1.53,0.008,286.0,4.32,30.7871996364799
W,0.12,0.07,1.33,0.012,286.0,4.26,27.62192536782375
F,0.07,0.71,1.53,0.008,286.0,1.21,28.4868589365507
F,0.08,0.65,1.52,0.009,286.0,1.22,28.907935962884
F,0.07,0.69,1.4,0.008,284.0,0.36,-0.7395594808749024
W,0.09,0.1,1.31,0.017,284.0,0.36,12.893493646654996
F,0.07,0.69,1.4,0.008,284.0,2.33,33.2487921516841
W,0.09,0.1,1.31,0.017,284.0,2.34,33.867275614044104
F,0.07,0.71,1.39,0.013,284.0,4.15,52.24078897924342
W,0.09,0.1,1.31,0.017,284.0,4.14,34.156616238361195
F,0.07,0.71,1.39,0.013,284.0,5.14,51.99262114445608
W,0.09,0.1,1.31,0.017,284.0,4.83,51.01468890863074
F,0.07,0.71,1.39,0.013,284.0,1.5,42.603260076863975
F,0.07,0.69,1.4,0.008,284.0,1.51,21.733178715723202
F,0.05,0.71,1.42,0.005,287.0,1.25,35.4974067758942
W,0.03,0.78,1.7,0.004,287.0,0.92,16.252084153051307
F,0.05,0.71,1.42,0.005,287.0,3.66,33.618797823111905
W,0.03,0.78,1.7,0.004,287.0,2.74,19.809888764853007
F,0.05,0.71,1.42,0.005,287.0,4.72,39.3442922719741
W,0.03,0.78,1.7,0.004,287.0,3.53,26.141656946909308
F,0.07,0.68,1.34,0.006,287.0,1.84,39.071673557495096
W,0.03,0.7,1.65,0.008,287.0,1.36,36.9890963057731
F,0.07,0.68,1.34,0.006,287.0,3.51,41.22516142774209
W,0.03,0.7,1.65,0.008,287.0,2.59,45.39582928499331
F,0.05,0.7,1.4,0.006,287.0,2.2,6.339921337166402
W,0.03,0.52,1.88,0.005,287.0,1.7,8.737899656999303
F,0.05,0.7,1.4,0.006,287.0,3.53,13.2842860716787
W,0.03,0.52,1.88,0.005,287.0,2.6,20.5544214475937
F,0.05,0.7,1.4,0.006,287.0,5.45,19.092965543812102
W,0.03,0.52,1.88,0.005,287.0,4.01,18.453205780806503
F,0.044,0.72,1.35,0.006,287.0,1.74,13.456477872596103
W,0.041,0.57,1.64,0.013,287.0,1.29,33.6571496219226
F,0.044,0.72,1.35,0.006,287.0,3.74,25.741164273761804
W,0.041,0.57,1.64,0.013,287.0,2.76,43.96609997129372
F,0.044,0.72,1.35,0.006,287.0,5.63,41.21325741324629
W,0.041,0.57,1.64,0.013,287.0,4.19,48.79930329335
F,0.06,0.71,1.26,0.008,287.0,1.85,20.3012688668199
W,0.04,0.55,1.63,0.014,287.0,1.35,30.669560423690605
F,0.06,0.71,1.26,0.008,287.0,3.53,32.5290692485058
W,0.04,0.55,1.63,0.014,287.0,2.61,41.02727713120004
F,0.06,0.71,1.26,0.008,287.0,4.85,57.0732351521154
W,0.04,0.55,1.63,0.014,287.0,3.61,44.99131414560054
P,0.12,0.64,1.29,0.011,287.0,3.82,71.94444444444443
P,0.12,0.64,1.29,0.011,287.0,3.82,67.83333333333334
W,0.18,0.16,1.05,0.014,287.0,3.82,44.666666666666664
F,0.06,0.72,1.41,0.013,278.8888888888889,8.45,91.94444444444444
F,0.06,0.72,1.41,0.013,278.8888888888889,8.45,81.94444444444444
W,0.14,0.11,1.3,0.017,278.8888888888889,8.45,121.66666666666666
